lascID,geneName,product,Group,aa_len,tx_len,gene_id,tx_name
LASC009756,mcfd2,Multiple coagulation factor deficiency protein 2 homolog,NA,135,465,augustus_masked-000111F-processed-gene-9.8,augustus_masked-000111F-processed-gene-9.8-mRNA-1
LASC009757,mcfd2_9,Multiple coagulation factor deficiency protein 2 homolog,NA,132,456,augustus_masked-000111F-processed-gene-9.9,augustus_masked-000111F-processed-gene-9.9-mRNA-1
LASC009810,LASC009810,hypothetical protein,NA,391,1173,augustus_masked-000112F-processed-gene-13.6,augustus_masked-000112F-processed-gene-13.6-mRNA-1
LASC009797,pgbd4_35,PiggyBac transposable element-derived protein 4,NA,72,216,augustus_masked-000112F-processed-gene-2.1,augustus_masked-000112F-processed-gene-2.1-mRNA-1
LASC009863,glyp_3,Glycogen phosphorylase,NA,842,2526,augustus_masked-000113F-processed-gene-14.10,augustus_masked-000113F-processed-gene-14.10-mRNA-1
LASC009865,LASC009865,hypothetical protein,NA,105,315,augustus_masked-000113F-processed-gene-15.3,augustus_masked-000113F-processed-gene-15.3-mRNA-1
LASC009825,LASC009825,hypothetical protein,NA,134,402,augustus_masked-000113F-processed-gene-2.0,augustus_masked-000113F-processed-gene-2.0-mRNA-1
LASC009897,LASC009897,hypothetical protein,NA,114,3776,augustus_masked-000113F-processed-gene-23.16,augustus_masked-000113F-processed-gene-23.16-mRNA-1
LASC009892,LASC009892,hypothetical protein,NA,281,843,augustus_masked-000113F-processed-gene-23.24,augustus_masked-000113F-processed-gene-23.24-mRNA-1
LASC009893,LASC009893,hypothetical protein,NA,642,1926,augustus_masked-000113F-processed-gene-23.25,augustus_masked-000113F-processed-gene-23.25-mRNA-1
LASC009895,LASC009895,hypothetical protein,NA,89,267,augustus_masked-000113F-processed-gene-23.26,augustus_masked-000113F-processed-gene-23.26-mRNA-1
LASC009829,znf845_4,Zinc finger protein 845,NA,2421,7263,augustus_masked-000113F-processed-gene-3.2,augustus_masked-000113F-processed-gene-3.2-mRNA-1
LASC009848,gtf2ird2b,General transcription factor II-I repeat domain-containing protein 2B,NA,817,2451,augustus_masked-000113F-processed-gene-9.20,augustus_masked-000113F-processed-gene-9.20-mRNA-1
LASC009900,alkbh2_48,DNA oxidative demethylase ALKBH2,NA,149,447,augustus_masked-000114F-processed-gene-2.6,augustus_masked-000114F-processed-gene-2.6-mRNA-1
LASC009940,spop_37,Speckle-type POZ protein,NA,119,357,augustus_masked-000115F-processed-gene-0.2,augustus_masked-000115F-processed-gene-0.2-mRNA-1
LASC009968,gtf2ird2_2,General transcription factor II-I repeat domain-containing protein 2A,NA,254,762,augustus_masked-000115F-processed-gene-10.2,augustus_masked-000115F-processed-gene-10.2-mRNA-1
LASC009971,znf71_4,Endothelial zinc finger protein induced by tumor necrosis factor alpha,NA,412,1236,augustus_masked-000115F-processed-gene-10.6,augustus_masked-000115F-processed-gene-10.6-mRNA-1
LASC009972,znf782_14,Zinc finger protein 782,NA,388,1164,augustus_masked-000115F-processed-gene-10.7,augustus_masked-000115F-processed-gene-10.7-mRNA-1
LASC009990,phf20,PHD finger protein 20,NA,1440,4320,augustus_masked-000115F-processed-gene-13.12,augustus_masked-000115F-processed-gene-13.12-mRNA-1
LASC010004,znf45_6,Zinc finger protein 45,NA,343,1029,augustus_masked-000115F-processed-gene-16.3,augustus_masked-000115F-processed-gene-16.3-mRNA-1
LASC010008,ank3_3,Ankyrin-3,NA,248,744,augustus_masked-000115F-processed-gene-18.10,augustus_masked-000115F-processed-gene-18.10-mRNA-1
LASC010006,rf_8,Putative ankyrin repeat protein RF_0381,NA,482,1446,augustus_masked-000115F-processed-gene-18.8,augustus_masked-000115F-processed-gene-18.8-mRNA-1
LASC010007,rf_4,Putative ankyrin repeat protein RF_0381,NA,267,801,augustus_masked-000115F-processed-gene-18.9,augustus_masked-000115F-processed-gene-18.9-mRNA-1
LASC010018,LASC010018,hypothetical protein,NA,79,237,augustus_masked-000115F-processed-gene-21.7,augustus_masked-000115F-processed-gene-21.7-mRNA-1
LASC009961,LASC009961,hypothetical protein,NA,782,2346,augustus_masked-000115F-processed-gene-8.7,augustus_masked-000115F-processed-gene-8.7-mRNA-1
LASC009965,znf568,Zinc finger protein 568,NA,427,1281,augustus_masked-000115F-processed-gene-9.5,augustus_masked-000115F-processed-gene-9.5-mRNA-1
LASC009966,znf84_14,Zinc finger protein 84,NA,522,1566,augustus_masked-000115F-processed-gene-9.6,augustus_masked-000115F-processed-gene-9.6-mRNA-1
LASC009967,znf845_5,Zinc finger protein 845,NA,712,2136,augustus_masked-000115F-processed-gene-9.9,augustus_masked-000115F-processed-gene-9.9-mRNA-1
LASC010052,mrps7,28S ribosomal protein S7%2C mitochondrial,NA,230,690,augustus_masked-000116F-processed-gene-11.6,augustus_masked-000116F-processed-gene-11.6-mRNA-1
LASC010061,eloc_2,Elongin-C,NA,116,348,augustus_masked-000116F-processed-gene-12.15,augustus_masked-000116F-processed-gene-12.15-mRNA-1
LASC010058,LASC010058,hypothetical protein,NA,78,234,augustus_masked-000116F-processed-gene-12.8,augustus_masked-000116F-processed-gene-12.8-mRNA-1
LASC010059,alkbh2_96,DNA oxidative demethylase ALKBH2,NA,119,357,augustus_masked-000116F-processed-gene-12.9,augustus_masked-000116F-processed-gene-12.9-mRNA-1
LASC010069,LASC010069,hypothetical protein,NA,423,1269,augustus_masked-000116F-processed-gene-14.8,augustus_masked-000116F-processed-gene-14.8-mRNA-1
LASC010094,LASC010094,hypothetical protein,NA,69,842,augustus_masked-000116F-processed-gene-23.2,augustus_masked-000116F-processed-gene-23.2-mRNA-1
LASC010040,LASC010040,hypothetical protein,NA,110,330,augustus_masked-000116F-processed-gene-8.11,augustus_masked-000116F-processed-gene-8.11-mRNA-1
LASC010045,LASC010045,hypothetical protein,NA,221,663,augustus_masked-000116F-processed-gene-8.17,augustus_masked-000116F-processed-gene-8.17-mRNA-1
LASC010128,LASC010128,hypothetical protein,NA,77,231,augustus_masked-000117F-processed-gene-12.1,augustus_masked-000117F-processed-gene-12.1-mRNA-1
LASC010129,LASC010129,hypothetical protein,NA,152,456,augustus_masked-000117F-processed-gene-12.5,augustus_masked-000117F-processed-gene-12.5-mRNA-1
LASC010135,dyrk2,Dual specificity tyrosine-phosphorylation-regulated kinase 2,NA,575,1725,augustus_masked-000117F-processed-gene-14.3,augustus_masked-000117F-processed-gene-14.3-mRNA-1
LASC010156,LASC010156,hypothetical protein,NA,189,567,augustus_masked-000117F-processed-gene-23.2,augustus_masked-000117F-processed-gene-23.2-mRNA-1
LASC010157,mm_5,Putative ankyrin repeat protein MM_0045,NA,468,1404,augustus_masked-000117F-processed-gene-23.9,augustus_masked-000117F-processed-gene-23.9-mRNA-1
LASC010166,adprhl2_4,ADP-ribose glycohydrolase ARH3,NA,329,987,augustus_masked-000118F-processed-gene-12.1,augustus_masked-000118F-processed-gene-12.1-mRNA-1
LASC010210,hexim2,Protein HEXIM2,NA,254,2047,augustus_masked-000119F-processed-gene-1.3,augustus_masked-000119F-processed-gene-1.3-mRNA-1
LASC010249,slc15a2_3,Solute carrier family 15 member 2,NA,746,2238,augustus_masked-000119F-processed-gene-14.7,augustus_masked-000119F-processed-gene-14.7-mRNA-1
LASC010250,slc15a2,Solute carrier family 15 member 2,NA,773,2319,augustus_masked-000119F-processed-gene-14.8,augustus_masked-000119F-processed-gene-14.8-mRNA-1
LASC010251,slc15a2_2,Solute carrier family 15 member 2,NA,676,2028,augustus_masked-000119F-processed-gene-14.9,augustus_masked-000119F-processed-gene-14.9-mRNA-1
LASC010261,znf782_9,Zinc finger protein 782,NA,355,1065,augustus_masked-000119F-processed-gene-16.10,augustus_masked-000119F-processed-gene-16.10-mRNA-1
LASC010271,tpgs1,Tubulin polyglutamylase complex subunit 1,NA,231,693,augustus_masked-000119F-processed-gene-18.26,augustus_masked-000119F-processed-gene-18.26-mRNA-1
LASC010222,LASC010222,hypothetical protein,NA,79,237,augustus_masked-000119F-processed-gene-2.11,augustus_masked-000119F-processed-gene-2.11-mRNA-1
LASC010218,pgbd4_3,PiggyBac transposable element-derived protein 4,NA,145,435,augustus_masked-000119F-processed-gene-2.7,augustus_masked-000119F-processed-gene-2.7-mRNA-1
LASC010219,LASC010219,hypothetical protein,NA,113,339,augustus_masked-000119F-processed-gene-2.8,augustus_masked-000119F-processed-gene-2.8-mRNA-1
LASC010220,alkbh2_241,DNA oxidative demethylase ALKBH2,NA,121,363,augustus_masked-000119F-processed-gene-2.9,augustus_masked-000119F-processed-gene-2.9-mRNA-1
LASC010277,LASC010277,hypothetical protein,NA,78,234,augustus_masked-000119F-processed-gene-21.7,augustus_masked-000119F-processed-gene-21.7-mRNA-1
LASC010282,t_2,Transposable element P transposase,NA,311,933,augustus_masked-000119F-processed-gene-22.11,augustus_masked-000119F-processed-gene-22.11-mRNA-1
LASC010303,bath-43_5,BTB and MATH domain-containing protein 43,NA,355,1065,augustus_masked-000120F-processed-gene-11.3,augustus_masked-000120F-processed-gene-11.3-mRNA-1
LASC010304,bath-43_6,BTB and MATH domain-containing protein 43,NA,127,381,augustus_masked-000120F-processed-gene-11.4,augustus_masked-000120F-processed-gene-11.4-mRNA-1
LASC010305,bath-43_2,BTB and MATH domain-containing protein 43,NA,364,1092,augustus_masked-000120F-processed-gene-11.5,augustus_masked-000120F-processed-gene-11.5-mRNA-1
LASC010314,LASC010314,hypothetical protein,NA,87,561,augustus_masked-000120F-processed-gene-15.5,augustus_masked-000120F-processed-gene-15.5-mRNA-1
LASC010320,tp53rk,EKC/KEOPS complex subunit TP53RK,NA,253,759,augustus_masked-000120F-processed-gene-17.16,augustus_masked-000120F-processed-gene-17.16-mRNA-1
LASC010322,LASC010322,hypothetical protein,NA,225,675,augustus_masked-000120F-processed-gene-17.18,augustus_masked-000120F-processed-gene-17.18-mRNA-1
LASC010335,thap9_10,DNA transposase THAP9,NA,306,918,augustus_masked-000120F-processed-gene-22.10,augustus_masked-000120F-processed-gene-22.10-mRNA-1
LASC010338,LASC010338,hypothetical protein,NA,87,261,augustus_masked-000120F-processed-gene-22.14,augustus_masked-000120F-processed-gene-22.14-mRNA-1
LASC010339,znf333,Zinc finger protein 333,NA,397,1191,augustus_masked-000120F-processed-gene-22.22,augustus_masked-000120F-processed-gene-22.22-mRNA-1
LASC010340,znf235_10,Zinc finger protein 235,NA,695,2085,augustus_masked-000120F-processed-gene-22.27,augustus_masked-000120F-processed-gene-22.27-mRNA-1
LASC010299,sh,Potassium voltage-gated channel protein Shaker,NA,604,11568,augustus_masked-000120F-processed-gene-6.4,augustus_masked-000120F-processed-gene-6.4-mRNA-1
LASC010301,tdpoz5_4,TD and POZ domain-containing protein 5,NA,501,1635,augustus_masked-000120F-processed-gene-9.1,augustus_masked-000120F-processed-gene-9.1-mRNA-1
LASC010350,glyr1,Putative oxidoreductase GLYR1,NA,516,1548,augustus_masked-000121F-processed-gene-1.10,augustus_masked-000121F-processed-gene-1.10-mRNA-1
LASC010348,glyr1_2,Putative oxidoreductase GLYR1,NA,497,1491,augustus_masked-000121F-processed-gene-1.7,augustus_masked-000121F-processed-gene-1.7-mRNA-1
LASC010349,agap009949,Putative oxidoreductase GLYR1 homolog,NA,529,1587,augustus_masked-000121F-processed-gene-1.9,augustus_masked-000121F-processed-gene-1.9-mRNA-1
LASC010391,LASC010391,hypothetical protein,NA,193,579,augustus_masked-000121F-processed-gene-22.22,augustus_masked-000121F-processed-gene-22.22-mRNA-1
LASC010392,LASC010392,hypothetical protein,NA,121,363,augustus_masked-000121F-processed-gene-22.23,augustus_masked-000121F-processed-gene-22.23-mRNA-1
LASC010356,LASC010356,hypothetical protein,NA,370,1110,augustus_masked-000121F-processed-gene-4.8,augustus_masked-000121F-processed-gene-4.8-mRNA-1
LASC010447,LASC010447,hypothetical protein,NA,253,1528,augustus_masked-000122F-processed-gene-13.6,augustus_masked-000122F-processed-gene-13.6-mRNA-1
LASC010451,mel-26_7,Protein maternal effect lethal 26,NA,396,1188,augustus_masked-000122F-processed-gene-14.11,augustus_masked-000122F-processed-gene-14.11-mRNA-1
LASC010452,tdpoz4_8,TD and POZ domain-containing protein 4,NA,389,1167,augustus_masked-000122F-processed-gene-14.12,augustus_masked-000122F-processed-gene-14.12-mRNA-1
LASC010453,tdpoz1_2,TD and POZ domain-containing protein 1,NA,389,1167,augustus_masked-000122F-processed-gene-14.13,augustus_masked-000122F-processed-gene-14.13-mRNA-1
LASC010469,LASC010469,hypothetical protein,NA,127,381,augustus_masked-000122F-processed-gene-17.2,augustus_masked-000122F-processed-gene-17.2-mRNA-1
LASC010411,serbp1,Plasminogen activator inhibitor 1 RNA-binding protein,NA,398,1194,augustus_masked-000122F-processed-gene-2.1,augustus_masked-000122F-processed-gene-2.1-mRNA-1
LASC010412,LASC010412,hypothetical protein,NA,400,1200,augustus_masked-000122F-processed-gene-2.2,augustus_masked-000122F-processed-gene-2.2-mRNA-1
LASC010477,LASC010477,hypothetical protein,NA,77,231,augustus_masked-000122F-processed-gene-21.0,augustus_masked-000122F-processed-gene-21.0-mRNA-1
LASC010479,LASC010479,hypothetical protein,NA,176,875,augustus_masked-000122F-processed-gene-21.2,augustus_masked-000122F-processed-gene-21.2-mRNA-1
LASC010424,rc3h1,Roquin-1,NA,604,1812,augustus_masked-000122F-processed-gene-7.1,augustus_masked-000122F-processed-gene-7.1-mRNA-1
LASC010523,LASC010523,hypothetical protein,NA,94,282,augustus_masked-000123F-processed-gene-11.5,augustus_masked-000123F-processed-gene-11.5-mRNA-1
LASC010524,LASC010524,hypothetical protein,NA,196,588,augustus_masked-000123F-processed-gene-12.5,augustus_masked-000123F-processed-gene-12.5-mRNA-1
LASC010530,LASC010530,hypothetical protein,NA,91,273,augustus_masked-000123F-processed-gene-13.6,augustus_masked-000123F-processed-gene-13.6-mRNA-1
LASC010537,t_14,Transposable element P transposase,NA,262,786,augustus_masked-000123F-processed-gene-14.12,augustus_masked-000123F-processed-gene-14.12-mRNA-1
LASC010542,rmr6,Receptor homology region%2C transmembrane domain- and RING domain-containing protein 6,NA,223,669,augustus_masked-000123F-processed-gene-18.3,augustus_masked-000123F-processed-gene-18.3-mRNA-1
LASC010558,LASC010558,hypothetical protein,NA,260,780,augustus_masked-000123F-processed-gene-21.23,augustus_masked-000123F-processed-gene-21.23-mRNA-1
LASC010498,arsi_3,Arylsulfatase I,NA,447,1341,augustus_masked-000123F-processed-gene-4.3,augustus_masked-000123F-processed-gene-4.3-mRNA-1
LASC010499,arsb_6,Arylsulfatase B,NA,779,2337,augustus_masked-000123F-processed-gene-4.5,augustus_masked-000123F-processed-gene-4.5-mRNA-1
LASC010597,LASC010597,hypothetical protein,NA,1140,3420,augustus_masked-000124F-processed-gene-11.11,augustus_masked-000124F-processed-gene-11.11-mRNA-1
LASC010605,LASC010605,hypothetical protein,NA,74,366,augustus_masked-000124F-processed-gene-14.13,augustus_masked-000124F-processed-gene-14.13-mRNA-1
LASC010615,LASC010615,hypothetical protein,NA,1373,4119,augustus_masked-000124F-processed-gene-17.5,augustus_masked-000124F-processed-gene-17.5-mRNA-1
LASC010616,LASC010616,hypothetical protein,NA,214,642,augustus_masked-000124F-processed-gene-17.6,augustus_masked-000124F-processed-gene-17.6-mRNA-1
LASC010617,LASC010617,hypothetical protein,NA,1152,3456,augustus_masked-000124F-processed-gene-17.7,augustus_masked-000124F-processed-gene-17.7-mRNA-1
LASC010618,ddx43,Probable ATP-dependent RNA helicase DDX43,NA,683,2049,augustus_masked-000124F-processed-gene-17.8,augustus_masked-000124F-processed-gene-17.8-mRNA-1
LASC010642,spoplb,Speckle-type POZ protein-like B,NA,328,984,augustus_masked-000124F-processed-gene-22.8,augustus_masked-000124F-processed-gene-22.8-mRNA-1
LASC010576,trim37,E3 ubiquitin-protein ligase TRIM37,NA,988,2964,augustus_masked-000124F-processed-gene-6.4,augustus_masked-000124F-processed-gene-6.4-mRNA-1
LASC010581,si:ch211-248e11.2,UPF0691 protein C9orf116 homolog,NA,119,357,augustus_masked-000124F-processed-gene-7.12,augustus_masked-000124F-processed-gene-7.12-mRNA-1
LASC010582,LASC010582,hypothetical protein,NA,662,1986,augustus_masked-000124F-processed-gene-8.2,augustus_masked-000124F-processed-gene-8.2-mRNA-1
LASC010583,LASC010583,hypothetical protein,NA,348,1044,augustus_masked-000124F-processed-gene-8.3,augustus_masked-000124F-processed-gene-8.3-mRNA-1
LASC010660,tdpoz3_16,TD and POZ domain-containing protein 3,NA,512,1536,augustus_masked-000125F-processed-gene-11.4,augustus_masked-000125F-processed-gene-11.4-mRNA-1
LASC010661,znf233_2,Zinc finger protein 233,NA,261,783,augustus_masked-000125F-processed-gene-11.5,augustus_masked-000125F-processed-gene-11.5-mRNA-1
LASC010664,top2a_2,DNA topoisomerase 2-alpha,NA,1563,4689,augustus_masked-000125F-processed-gene-12.6,augustus_masked-000125F-processed-gene-12.6-mRNA-1
LASC010667,LASC010667,hypothetical protein,NA,136,408,augustus_masked-000125F-processed-gene-12.8,augustus_masked-000125F-processed-gene-12.8-mRNA-1
LASC010669,top2a,DNA topoisomerase 2-alpha,NA,1584,4752,augustus_masked-000125F-processed-gene-13.7,augustus_masked-000125F-processed-gene-13.7-mRNA-1
LASC010715,dcun1d3,DCN1-like protein 3,NA,307,921,augustus_masked-000126F-processed-gene-6.13,augustus_masked-000126F-processed-gene-6.13-mRNA-1
LASC010716,paxbp1,PAX3- and PAX7-binding protein 1,NA,873,2619,augustus_masked-000126F-processed-gene-6.14,augustus_masked-000126F-processed-gene-6.14-mRNA-1
LASC010740,dapk1_3,Death-associated protein kinase 1,NA,342,1026,augustus_masked-000127F-processed-gene-0.0,augustus_masked-000127F-processed-gene-0.0-mRNA-1
LASC010741,fpv218,Putative ankyrin repeat protein FPV218,NA,261,783,augustus_masked-000127F-processed-gene-1.3,augustus_masked-000127F-processed-gene-1.3-mRNA-1
LASC010742,ehmt1,Histone-lysine N-methyltransferase EHMT1,NA,431,1293,augustus_masked-000127F-processed-gene-1.4,augustus_masked-000127F-processed-gene-1.4-mRNA-1
LASC010743,fpv162_5,Putative ankyrin repeat protein FPV162,NA,416,1248,augustus_masked-000127F-processed-gene-1.5,augustus_masked-000127F-processed-gene-1.5-mRNA-1
LASC010744,fpv162,Putative ankyrin repeat protein FPV162,NA,449,1347,augustus_masked-000127F-processed-gene-1.6,augustus_masked-000127F-processed-gene-1.6-mRNA-1
LASC010745,LASC010745,hypothetical protein,NA,95,285,augustus_masked-000127F-processed-gene-1.8,augustus_masked-000127F-processed-gene-1.8-mRNA-1
LASC010773,dusp12_3,Dual specificity protein phosphatase 12,NA,120,360,augustus_masked-000127F-processed-gene-10.2,augustus_masked-000127F-processed-gene-10.2-mRNA-1
LASC010784,LASC010784,hypothetical protein,NA,587,1839,augustus_masked-000127F-processed-gene-12.4,augustus_masked-000127F-processed-gene-12.4-mRNA-1
LASC010748,LASC010748,hypothetical protein,NA,124,372,augustus_masked-000127F-processed-gene-4.11,augustus_masked-000127F-processed-gene-4.11-mRNA-1
LASC010762,mlst8,Target of rapamycin complex subunit lst8,NA,418,1511,augustus_masked-000127F-processed-gene-7.3,augustus_masked-000127F-processed-gene-7.3-mRNA-1
